date,SR_1Y,SR_2Y,SR_3Y,SR_4Y,SR_5Y,SR_6Y,SR_7Y,SR_8Y,SR_9Y,SR_10Y,level,slope,curvature,PCA1,PCA2,cluster,year,month
2005-05-16,2.08203002381587,2.218426112950952,2.386328875433926,2.562410346426219,2.7333660197327525,2.892191431406128,3.035756907267782,3.1632426388206296,3.27514112514219,3.372631513211817,2.772152499420827,1.290601489395947,0.012070502437817598,0.0010544844585869072,-0.0002777051177395087,0,2005,5
2005-05-17,2.0805574298871994,2.218322774644519,2.3875963893086767,2.565011192952664,2.737236829290148,2.897253195557928,3.041922566868477,3.1704225306104905,3.283246743126587,3.381577982636862,2.7763147634883554,1.3010205527496628,0.012338246056234237,0.0010569787790002884,-0.0002694658028567941,0,2005,5
2005-05-18,2.075582242719708,2.210477322146059,2.3760738032369555,2.5494965072871034,2.717710037425281,2.8738635762654683,3.014909391986049,3.140065831301526,3.2498374492315816,3.3454004567330524,2.7553416618332784,1.2698182140133443,0.014437375397801322,0.0010591597829635278,-0.0002656401431379917,0,2005,5
2005-05-19,2.081786793711176,2.220724797577533,2.388780629983071,2.5635127677682816,2.732218257647067,2.88829688478698,3.028886977370241,3.153343013806859,3.2622676586240584,3.3569066630400526,2.7676724444315317,1.2751198693288766,0.02574305854290504,0.001061419920801711,-0.00026103139088943004,0,2005,5
2005-05-20,2.10310927523922,2.2580057108523137,2.4332330298926057,2.61029960655038,2.778831576003412,2.933567964785176,3.0723902431032712,3.195043441639257,3.302317144842584,3.395530282371596,2.8082328275279815,1.2924210071323756,0.059023594396007795,0.0010636167035762306,-0.0002529536895980869,0,2005,5
2005-05-21,2.10310927523922,2.2580057108523137,2.4332330298926057,2.61029960655038,2.778831576003412,2.933567964785176,3.0723902431032712,3.195043441639257,3.302317144842584,3.395530282371596,2.8082328275279815,1.2924210071323756,0.059023594396007795,0.0010702004483203395,-0.00028487274697870044,0,2005,5
2005-05-22,2.1016381370907484,2.24972277920196,2.4196754745234363,2.592730642436082,2.75826137963322,2.9107875841508166,3.048008625406095,3.169522515256093,3.276002687298625,3.3686778676854585,2.7895027692682537,1.26703973059471,0.04620675449023315,0.0010725063662697719,-0.00027687997624385973,0,2005,5
2005-05-23,2.1016381370907484,2.24972277920196,2.4196754745234363,2.592730642436082,2.75826137963322,2.9107875841508166,3.048008625406095,3.169522515256093,3.276002687298625,3.3686778676854585,2.7895027692682537,1.26703973059471,0.04620675449023315,0.0010746714601204649,-0.00027216533944859027,0,2005,5
2005-05-24,2.0752700748947137,2.2058732244789137,2.368375956084173,2.539531108372083,2.7060481043435467,2.860900555499152,3.000919695144672,3.125240369703651,3.2343095693671726,3.329263914173448,2.7445732572061527,1.2539938392787344,0.007562219618931554,0.001077013208934168,-0.00026820535519231755,0,2005,5
2005-05-25,2.059229633864988,2.180298629971664,2.340587533362943,2.5133535743335087,2.6832818988035703,2.842209158034501,2.98635674114034,3.114556662281276,3.227127115726094,3.3251707628242024,2.727217171034309,1.2659411289592146,-0.01783659908204971,0.001079230530628062,-0.00025997330916604865,0,2005,5
2005-05-26,2.0678674417294034,2.195616116158752,2.362364487864446,2.540803212782548,2.7154387139738576,2.878125050774245,3.0251891229054264,3.1555980147270586,3.2698047067429514,3.369032732952541,2.757983960061123,1.3011652912231377,-0.006022746734229312,0.0010856205291838823,-0.0002914265918463619,0,2005,5
2005-05-27,2.061096137449422,2.1826764919821167,2.3479290888081694,2.5277346500668374,2.705417171371529,2.872063951834255,3.0235102547681985,3.158413324488099,3.277036074624905,3.380490503105656,2.7536367648499187,1.3193943656562337,-0.030752297812019602,0.0010878269162964281,-0.00028293423451155084,0,2005,5
2005-05-28,2.061096137449422,2.1826764919821167,2.3479290888081694,2.5277346500668374,2.705417171371529,2.872063951834255,3.0235102547681985,3.158413324488099,3.277036074624905,3.380490503105656,2.7536367648499187,1.3193943656562337,-0.030752297812019602,0.0010900027171116137,-0.0002774254125800238,0,2005,5
2005-05-29,2.0604014624803573,2.18144533093862,2.3463892811034848,2.5261057082081737,2.703883565691319,2.8707675090968725,3.022551966252008,3.157859164233421,3.2769239559665606,3.380836953767337,2.7527164897738152,1.3204354912869798,-0.03347128486505646,0.0010923454196929022,-0.0002740551218304525,0,2005,5
2005-05-30,2.0604014624803573,2.18144533093862,2.3463892811034848,2.5261057082081737,2.703883565691319,2.8707675090968725,3.022551966252008,3.157859164233421,3.2769239559665606,3.380836953767337,2.7527164897738152,1.3204354912869798,-0.03347128486505646,0.001094552681017079,-0.00026562952693366275,0,2005,5
2005-05-31,2.0465566690856143,2.166920221387585,2.3268849536813825,2.4999700745423965,2.67087495742198,2.831337747431036,2.977442570558708,3.107883506819558,3.222857673092744,3.3233696972140523,2.7174098071235053,1.276813028128438,-0.028176451455706797,0.0011008403806213834,-0.0002966761532833923,0,2005,5
2005-06-01,2.000604440100841,2.105484407364105,2.2651468982735903,2.4447144580343263,2.624427730362036,2.793802759006489,2.947935985267916,3.085187441271949,3.2057444203595384,3.310744512938335,2.678379305297913,1.310140072837494,-0.06249349231510415,0.0011030815265909472,-0.0002878667432554633,0,2005,6
2005-06-02,2.0049416527510355,2.103176897889991,2.271921199599243,2.45732098524742,2.6356260983759503,2.797684251167491,2.941169755287228,3.0667482740080727,3.176228344685004,3.2717042628554647,2.67265217218669,1.2667626101044291,-0.005393718854599605,0.001105291775628626,-0.0002816724954878489,0,2005,6
2005-06-03,1.9960563009043133,2.077196039510348,2.234324737677666,2.4113297830202667,2.583288384325229,2.74040436248908,2.879970814115011,3.002407902825343,3.1093533266088884,3.2027751963536657,2.6237106847829814,1.2067188954493524,-0.03225472860752099,0.001107683565177724,-0.00027902905373092534,0,2005,6
2005-06-04,1.9960563009043133,2.077196039510348,2.234324737677666,2.4113297830202667,2.583288384325229,2.74040436248908,2.879970814115011,3.002407902825343,3.1093533266088884,3.2027751963536657,2.6237106847829814,1.2067188954493524,-0.03225472860752099,0.0011098420270700495,-0.00027037303941770653,0,2005,6
2005-06-05,1.9980748985570649,2.084079297379979,2.248501044717016,2.4337673757786984,2.613553649988447,2.7772099719733805,2.92168188809962,3.0473809901660283,3.15612115824359,3.250123312634839,2.653049358753866,1.252048414077774,-0.0210909112150095,0.001116046560943522,-0.00030065043733467424,0,2005,6
2005-06-06,1.9980748985570649,2.084079297379979,2.248501044717016,2.4337673757786984,2.613553649988447,2.7772099719733805,2.92168188809962,3.0473809901660283,3.15612115824359,3.250123312634839,2.653049358753866,1.252048414077774,-0.0210909112150095,0.0011186132025577818,-0.0002911519435935548,0,2005,6
2005-06-07,1.9791793367508104,2.049681846390116,2.207939088704208,2.390096334993733,2.5675344212614983,2.728915217414671,2.871079137087386,2.994501698831948,3.101078779741557,3.193087558441265,2.608309341961719,1.2139082216904546,-0.03719805266907872,0.0011208048882821596,-0.0002844499554780049,0,2005,6
2005-06-08,1.957232501158506,2.0174074611317216,2.1743503468080263,2.357646822073314,2.53635127650241,2.698489106348428,2.8408706791906946,2.964112008580167,3.0702614230821133,3.161714346888956,2.5778435971764333,1.20448184573045,-0.04624429504264205,0.0011340823970861723,-0.0003002383187929566,0,2005,6
