SCR,Realized_Delta_BOF
"tensor(514667.2801, dtype=torch.float64)",1435220.5983618523
"tensor(503803.4581, dtype=torch.float64)",1371671.9175152343
"tensor(508621.3001, dtype=torch.float64)",1285133.811640844
"tensor(507647.6097, dtype=torch.float64)",1362138.840639805
"tensor(505876.5651, dtype=torch.float64)",1230444.2741958906
"tensor(497546.7181, dtype=torch.float64)",1222999.5167713033
"tensor(516477.1380, dtype=torch.float64)",1204365.9447542124
"tensor(498884.5486, dtype=torch.float64)",1218366.5392653581
"tensor(497983.7688, dtype=torch.float64)",1223381.7184213956
"tensor(520868.8399, dtype=torch.float64)",1185973.0726315125
"tensor(498491.1418, dtype=torch.float64)",1235131.9520374876
"tensor(513269.7845, dtype=torch.float64)",1229933.5412226326
"tensor(490548.9588, dtype=torch.float64)",1267281.3831577306
"tensor(508150.0686, dtype=torch.float64)",1240416.7103337827
"tensor(517383.3699, dtype=torch.float64)",1215471.3658390855
"tensor(502625.3909, dtype=torch.float64)",1203036.8307136665
"tensor(507256.4789, dtype=torch.float64)",1162056.0735897217
"tensor(502919.3495, dtype=torch.float64)",1182480.0616757867
"tensor(503330.4794, dtype=torch.float64)",1227961.6458897344
"tensor(495133.2708, dtype=torch.float64)",1243634.4959092664
"tensor(493528.2520, dtype=torch.float64)",1224726.0676329394
"tensor(476858.4677, dtype=torch.float64)",1245179.637359997
"tensor(498214.8627, dtype=torch.float64)",1283171.238549825
"tensor(509070.4880, dtype=torch.float64)",1274370.1684651424
"tensor(514238.0712, dtype=torch.float64)",1245264.925837891
"tensor(504145.7303, dtype=torch.float64)",1264414.9475197624
"tensor(504206.0576, dtype=torch.float64)",1242241.3776939746
"tensor(503075.3252, dtype=torch.float64)",1236700.2743406494
"tensor(498506.9348, dtype=torch.float64)",1210926.3833496773
"tensor(485189.2533, dtype=torch.float64)",1213868.7567168889
"tensor(483498.1852, dtype=torch.float64)",1264514.2021250469
"tensor(490290.7808, dtype=torch.float64)",1228690.8167843046
"tensor(506688.4428, dtype=torch.float64)",1251328.5695722385
"tensor(494816.5704, dtype=torch.float64)",1217627.5290109
"tensor(495070.8744, dtype=torch.float64)",1205118.5823318432
"tensor(476376.3068, dtype=torch.float64)",1215005.8069047371
"tensor(500026.2671, dtype=torch.float64)",1252231.945424833
"tensor(504872.7744, dtype=torch.float64)",1293824.6073572077
"tensor(472066.1803, dtype=torch.float64)",1292025.2360319323
"tensor(475625.4601, dtype=torch.float64)",1291797.6742061907
"tensor(495475.7745, dtype=torch.float64)",1242411.9113484833
"tensor(476459.3106, dtype=torch.float64)",1253297.0446292162
"tensor(490049.4272, dtype=torch.float64)",1261214.5870564769
"tensor(504147.6392, dtype=torch.float64)",1281018.1858143916
"tensor(507146.6987, dtype=torch.float64)",1260661.352298332
"tensor(493413.3395, dtype=torch.float64)",1245336.633404973
"tensor(495493.0038, dtype=torch.float64)",1224336.905420538
"tensor(487667.6337, dtype=torch.float64)",1227940.9345969143
"tensor(494135.5468, dtype=torch.float64)",1203879.1399463022
"tensor(489752.3910, dtype=torch.float64)",1219114.4602338388
"tensor(485007.6443, dtype=torch.float64)",1216890.2567104537
"tensor(498690.1012, dtype=torch.float64)",1182139.4309885807
"tensor(487959.8355, dtype=torch.float64)",1149950.1245203074
"tensor(515499.1035, dtype=torch.float64)",1154114.19045343
"tensor(511295.9154, dtype=torch.float64)",1140385.284362432
"tensor(468946.7235, dtype=torch.float64)",1148156.2397103913
"tensor(491723.0736, dtype=torch.float64)",1189121.4645369856
"tensor(483547.7209, dtype=torch.float64)",1208005.3107278112
"tensor(498209.1355, dtype=torch.float64)",1262354.3861501121
"tensor(511566.3965, dtype=torch.float64)",1251137.4330131495
"tensor(477281.4674, dtype=torch.float64)",1244458.077785477
"tensor(494034.3194, dtype=torch.float64)",1218590.1307458219
"tensor(478285.2922, dtype=torch.float64)",1220923.4972649396
"tensor(449445.7186, dtype=torch.float64)",1211702.2672743304
"tensor(470149.3096, dtype=torch.float64)",1223034.9440700545
"tensor(507465.0657, dtype=torch.float64)",1224319.3018010657
"tensor(499261.4069, dtype=torch.float64)",1219392.0871529775
"tensor(479465.3909, dtype=torch.float64)",1254098.394000671
"tensor(488505.9403, dtype=torch.float64)",1266455.5789760402
"tensor(478384.8411, dtype=torch.float64)",1257773.2037229955
"tensor(482760.0064, dtype=torch.float64)",1267855.8827002842
"tensor(500378.5340, dtype=torch.float64)",1256103.8967957404
"tensor(507132.6108, dtype=torch.float64)",1225775.901819877
"tensor(485730.2690, dtype=torch.float64)",1202752.6645757605
"tensor(483961.4674, dtype=torch.float64)",1199504.9924698041
"tensor(472930.2029, dtype=torch.float64)",1192771.7161689012
"tensor(465428.4102, dtype=torch.float64)",1227670.087202785
"tensor(478964.7855, dtype=torch.float64)",1239178.5738682668
"tensor(476262.7409, dtype=torch.float64)",1262887.4907496665
"tensor(511632.6214, dtype=torch.float64)",1255007.187373151
"tensor(480845.3170, dtype=torch.float64)",1246283.4957943908
"tensor(480288.8803, dtype=torch.float64)",1282733.8414547285
"tensor(489140.4692, dtype=torch.float64)",1302307.1874146233
"tensor(487673.6792, dtype=torch.float64)",1306351.0235844369
"tensor(483021.0182, dtype=torch.float64)",1296177.4629672924
"tensor(476508.2361, dtype=torch.float64)",1274573.3501617566
"tensor(484291.6090, dtype=torch.float64)",1273476.5993118486
"tensor(473723.3021, dtype=torch.float64)",1245205.9056211172
"tensor(487546.2878, dtype=torch.float64)",1268355.3380046422
"tensor(478193.7383, dtype=torch.float64)",1303671.3850439133
"tensor(467683.1389, dtype=torch.float64)",1329560.858408612
"tensor(498660.2416, dtype=torch.float64)",1303574.4153067227
"tensor(486775.7303, dtype=torch.float64)",1279325.4287046485
"tensor(489139.4086, dtype=torch.float64)",1300811.5708726633
"tensor(480474.6652, dtype=torch.float64)",1298070.847680048
"tensor(502462.1665, dtype=torch.float64)",1293995.1320112485
"tensor(491843.1514, dtype=torch.float64)",1283568.787761804
"tensor(501070.9257, dtype=torch.float64)",1278689.9172479564
"tensor(493499.0549, dtype=torch.float64)",1280936.743846824
"tensor(480409.4361, dtype=torch.float64)",1287320.1202339919
"tensor(491221.1874, dtype=torch.float64)",1297313.5123398106
"tensor(479721.7321, dtype=torch.float64)",1293244.582208373
"tensor(494985.9361, dtype=torch.float64)",1285962.688968231
"tensor(470666.6203, dtype=torch.float64)",1289067.4408015215
"tensor(478034.8887, dtype=torch.float64)",1305912.1474566984
"tensor(482459.4001, dtype=torch.float64)",1314486.2251653878
"tensor(477275.3975, dtype=torch.float64)",1345907.6927798532
"tensor(471022.7899, dtype=torch.float64)",1354927.6554445873
"tensor(487028.2267, dtype=torch.float64)",1307289.1850522854
"tensor(486327.8460, dtype=torch.float64)",1313282.5595413528
"tensor(484484.4936, dtype=torch.float64)",1300843.5478173771
"tensor(494333.2535, dtype=torch.float64)",1317495.0438976549
"tensor(478495.3391, dtype=torch.float64)",1286341.396399913
"tensor(474473.4719, dtype=torch.float64)",1292198.182025222
"tensor(495726.7270, dtype=torch.float64)",1283117.1420680408
"tensor(493974.4051, dtype=torch.float64)",1287082.7950878665
"tensor(488101.1632, dtype=torch.float64)",1304920.7577608419
