realized_delta_bof_values_1,scr_values
-106182.24412317434,-132952.39230706746
-113512.25066622044,-128091.69473276833
-108734.14090199488,-128079.91504514664
-106233.9319630278,-127472.88883284097
-103523.71698744246,-118628.72363661199
-98739.206634779,-120282.04429958115
-106421.3419621766,-119503.69432200526
-108432.2528068968,-114503.4433837819
-112868.60337602918,-115762.18745195023
-110303.85764884144,-122092.24528792004
-115244.8748422512,-116790.35030653281
-110896.71755076142,-119571.07716144666
-109515.4849597508,-119405.4389451609
-111926.28682355884,-122227.98884428205
-117625.63352537144,-122955.05931381513
-115703.71855994,-123583.23545702353
-112339.099875569,-127939.40839370665
-106866.63650517596,-122811.31815433974
-104698.94445643669,-125294.41264625976
-109563.51048771432,-124883.71668001155
-103366.83099298878,-127962.10034157477
-95829.76981508476,-120655.59743920933
-97323.97739438212,-123820.09998685743
-98116.89043388084,-123342.00782849232
-91376.9425288596,-120771.21768631892
-91245.42445864098,-126424.04297459415
-93902.12069705511,-124307.9223474344
-90368.98692888604,-118813.2779422375
-89048.06937285175,-123265.02574554434
-91051.92559784034,-120082.16920267318
-87883.2124479533,-118193.24192446779
-81171.28527781402,-123485.14316723974
-82241.86644927587,-119359.52161369927
-82583.68112658511,-122351.80121242256
-82678.6333709046,-125197.90503415784
-75844.67971761839,-126892.71440975259
-71085.44217962818,-118542.62921074354
-69413.71892128862,-122709.69751547578
-70166.25452606031,-126782.28794426883
-69965.0583901148,-119380.04945605279
-65050.16410288296,-121779.90449092264
-58415.81166112714,-122522.12975447714
-48362.9493443782,-120668.91422290834
-49936.69210931519,-120113.27200755064
-54339.021697624936,-121823.58178009768
-58898.40745002497,-120533.14448795946
-64353.54660393926,-121940.53082034721
-64094.14729081036,-122716.09727925615
-64300.21482587105,-119623.04812002923
-59446.01973380905,-119406.12904283573
-58110.57041817752,-117861.14815928764
-60015.37124576676,-122536.76457664002
-63831.01850181213,-127206.08509267039
-63817.83268617944,-119593.57535523736
-66464.66578011413,-126465.4715013725
-66676.88774961059,-128679.49462336466
-70127.1946122502,-121666.17533246509
-66234.85961196502,-121735.96890766655
-59900.95331057755,-122430.25773178146
-51852.83282666665,-120460.64748328847
-53712.43649886374,-119529.36377002102
-47994.00472224876,-123410.24884491548
-50138.13196909276,-121493.03125266607
-52859.05601281347,-120155.34507104591
-45631.72719910997,-119132.10638991481
-36057.49793614494,-118285.54187615465
-27845.839286313392,-103197.94343549374
-10138.88530047203,-108862.5527206511
-3480.883059577318,-111936.48265069434
-10530.543780600536,-109919.56829993751
-4349.724064840353,-109322.85215002036
-6689.527117042453,-110229.02669037931
-7708.459981067572,-106431.63941201546
-12270.087173835258,-107550.57332911559
-14726.279373198631,-107938.03353545284
-21341.000992257847,-108618.60926405335
-27358.723864472588,-105782.06858105226
-20451.070530631347,-111594.03798517944
-19693.668468423653,-107268.3463323062
-17482.81117347593,-119831.92532314298
-16570.48085173592,-124219.57771032216
-22807.69324426469,-123312.73172301496
-18503.87114919885,-120810.85270542606
-36277.51375185896,-111286.40320295299
-40859.294324897695,-114803.88465363429
-43493.449504941935,-120778.03749984685
-39315.38920696755,-123143.91460512778
-35178.51764672808,-121989.84499828766
-34336.97957156529,-125907.70206260237
-33621.37300030829,-124866.89203760591
-30332.194325011224,-122574.35181852731
-30518.67866582237,-119313.42694305617
-24183.721778024337,-120650.81507127175
-30706.175734684337,-119662.06796050345
-31904.33299594943,-124609.94616670824
-34725.09732328949,-119587.95748721948
-41852.15756935184,-117519.36904135907
-42033.254731077,-121924.72025494829
-43481.68803521001,-128254.92758365255
-46780.40257590858,-119819.18628522057
-46357.361496958416,-123761.20938129914
-47327.27591502248,-127537.024684534
-52985.26697827864,-125765.73400172725
-57052.284534735605,-117997.40906478581
-50829.18293322041,-121613.86408656281
-53421.48543618177,-122587.71185207182
-45849.34668785532,-118111.79507745085
-53220.85984379228,-122957.229396114
-50803.21232477063,-115016.34911749365
-59627.5242799609,-118784.3568175583
-64052.74428641959,-130564.13372942952
-65384.14098253788,-119779.9041728393
-58803.07101079356,-129417.302282057
-64163.92799057264,-124544.47430403235
-60926.09192412102,-125471.10826109425
-63171.7010659487,-128073.00241564111
-64671.12863984413,-124353.40243541577
-46683.7746961849,-127869.34405855475
-43658.31001269515,-124822.56831533129
-40225.075246838736,-124200.30078680719
-34450.75446972763,-116430.24081793909
-23288.369047872373,-120476.17396483506
-26780.548729689093,-123215.88777176362
-21336.51643970178,-130342.71892874547
-21778.5607169749,-124725.32728713546
-26137.83208302117,-126244.35997442657
-25746.82445678941,-119508.40857115044
-30551.059352139942,-122582.05770531838
-34749.15603350289,-125941.14822773756
-23296.160409010718,-124723.86179635838
-22664.123139309115,-130979.8557772227
-19793.624098638076,-130568.27883428188
-16075.52540664852,-129586.30415851774
-9449.81394958438,-126187.92071015919
-5054.30708461802,-131528.32958758404
-10612.264190797694,-127364.73033742879
-2280.907929951325,-123267.4764175244
5912.178841741406,-121176.92548500485
8885.373441736563,-116567.69630370206
17394.049603587482,-123920.51792086312
6660.302529335022,-120616.09000300388
12316.83437479788,-122307.66784883827
6838.951891555567,-117942.89220635756
-9816.809996994212,-117820.1838241925
-11270.768082779134,-118180.79961428502
-6783.338858518866,-117713.89376703331
-11989.880381432013,-118432.58574224437
-821.2592749414034,-119756.49116724537
4723.284274763544,-118066.05655084732
9239.86734456534,-123139.58863206586
17342.31878320768,-118508.31635302339
18975.16855014756,-125956.3539598789
25686.438460523263,-125643.77131660694
12972.721850361677,-124958.3366500284
9776.197595467209,-125458.80349121617
15235.793315319575,-122806.0977237224
13104.586401068373,-123248.82959486532
6404.46535339742,-121585.23369185232
-4199.8661984563805,-122409.1218516123
-17952.619093410205,-129049.73785856894
-18845.78020674875,-127196.67826720397
-22191.34241392405,-129182.88266259349
-28353.98799698229,-130257.80172230549
-24977.46749405912,-131047.42694553135
-28479.94883163157,-128938.95028096122
-22570.925124568632,-126457.65848138329
-12196.721222929657,-127691.97267518104
-6928.675847025588,-128114.92945916324
2759.748190489714,-134683.27680329143
5373.104714239016,-132109.17475885185
527.1342273998307,-130045.40670264348
-16653.375075533055,-127946.3706106735
-11442.835070757428,-124733.57947127223
-11382.04441362084,-128840.69069472625
-16538.57459007774,-124523.69976152718
-16962.480149554904,-121801.40030803277
-2662.842139655608,-127654.00233482385
-7428.368362313951,-124565.46570409906
-7451.100373378606,-126982.11748453077
-8374.12281918968,-130985.99559706984
-11020.873358800423,-130714.18162118785
-15762.323205748224,-132874.87515526
-8741.914261852507,-132479.51735395056
-6720.030865197186,-127582.04423008465
-9173.56136804982,-135292.99949616546
-9668.472734093084,-134187.89401912337
-14163.09955104068,-130585.36244972121
-9235.244667129007,-130116.26366188076
-5136.844282525359,-135603.01955761798
3360.1434103430947,-133177.39906622944
2396.8373508421937,-131225.14740009265
8575.806606633822,-131639.45882628008
15406.027263478029,-130612.87915954582
15213.82290191122,-127971.00216399755
7659.178360039717,-132844.32341811006
9907.435786444112,-130568.13188461751
23255.681831328315,-130768.10188044417
39319.99220945628,-130995.49478139631
50774.208196783904,-123244.98063774673
60981.56121754588,-130247.82323777764
53214.76795213239,-122551.96339437847
60389.67258264776,-133882.42432261645
62362.458556756144,-125972.6349219338
69005.14233632106,-125567.78159808565
71881.09151263279,-128119.65489144648
70921.12760424253,-131459.18609147554
74215.81803889934,-126660.97478403345
62709.37095793872,-133692.64221300025
63975.044375078985,-131375.08550954706
52361.57751765603,-129615.24229722774
47743.94251303619,-132721.46883194725
48187.21036967996,-131971.36581436984
42260.60200349556,-131341.98342159492
35849.883093032055,-132539.22457604884
35907.07033782883,-135670.3692289469
34387.42976235668,-140370.2472237985
34978.53454126313,-138834.51023550393
30791.61355383776,-134568.58858915052
33355.10542882397,-127963.26757491688
29920.916159080454,-129584.60817434778
29365.43294901296,-137369.7170945408
29176.488418640336,-134576.68835347457
33179.01942434628,-135211.67674631267
30047.91457988345,-136831.6999503686
30235.031937136664,-137712.45066194076
41003.20296835492,-137295.14458747426
38417.69387125864,-143213.4584362339
42091.1185326071,-140402.12424813982
23016.391160457395,-131586.3451979378
33245.45071873593,-135818.4639874343
40164.29438694613,-136678.42304954547
35510.04735887353,-133256.33399273726
33942.08772203117,-130756.30540827235
37011.57704225823,-134956.27044735395
40545.13480873511,-134233.4002949633
36475.712184018106,-131083.22562437633
36873.1380079356,-133776.2568340901
41304.71091128839,-131290.58686852502
39015.3857907441,-133184.02890528477
42145.40006928786,-136889.7958260215
46055.72429764248,-128316.07301122377
53261.734367419616,-135765.1465360373
52806.78149626916,-137694.5627195907
47911.9807285351,-137100.03729574825
50942.043161112815,-131024.90868474027
55170.47091497725,-134358.513244381
59322.58312222466,-139769.73311891351
63211.63158395176,-143944.0248495326
61466.785109379096,-144068.77299849273
53528.30240012123,-138589.73803805528
55998.541125902906,-134678.08629085243
62165.42620462389,-145450.68589334472
59584.79040931561,-147665.62817196516
67134.95622411324,-142028.21504767728
68396.750247158,-146343.4481802694
69351.5001269572,-140420.29160931535
73365.46408203407,-143251.50615568607
63365.02487532154,-145916.4982768521
66596.412642312,-139154.3464630852
64269.74270299694,-136563.97568256722
60721.1926555062,-140329.42832845656
59694.54192694451,-140803.7359763984
65629.20538453478,-141666.14404846512
64727.38270195189,-139254.4252375612
65239.86294173589,-141934.7767172097
72358.03712066647,-140953.46367775122
81488.03229174658,-141201.0849651791
73872.74009807862,-144175.32457370675
72407.79942358332,-139684.89227913707
69084.84106958401,-141206.0156682784
66299.21812804916,-144446.54783593444
59900.76246934792,-145403.69109969656
57637.96207941754,-143952.06710684314
56008.26926336717,-138874.87859835118
57516.1748204747,-145813.4004765651
59025.16825526883,-138556.0139097524
60979.71800760052,-147177.4202490404
56208.411216092994,-142326.82428311667
55770.49991635943,-138440.77924635084
57761.95605591277,-144418.22259961828
54354.28351439675,-143315.86128034125
48717.54191614827,-146263.5090768191
50201.96423197654,-141851.57852126245
49755.56500529207,-146937.67368923288
46098.06277417112,-141815.04709976443
52994.3104715806,-145691.07245266074
54700.796121325,-143784.9126538478
42705.91297742096,-143179.87179725117
41519.5244144419,-148587.54423471334
48491.54554314399,-145716.3736088281
52318.16165889672,-148925.61906968066
46346.93817610876,-143109.3693160728
53445.05001999915,-140937.08156204835
60260.32780808024,-146452.4758936867
59704.19199931773,-144126.7094891678
60432.55036553356,-145237.99945679228
61026.78875138133,-147743.54446913922
60341.11852195871,-142380.10526921286
63278.24456545827,-148279.51592731112
61685.94841074734,-141335.24638912315
64689.50113688607,-148042.51806585133
72873.92821424583,-148923.69103124237
72577.08778852702,-145142.94852433496
70138.0598671399,-146429.1027560221
73787.45834884187,-145286.67979330634
76494.69820122514,-143134.76931920994
74640.81642405747,-142745.51109857706
66159.82399790047,-142223.84445554516
63481.78195904137,-146114.48755111362
62403.33457323827,-148226.78651479157
58202.08338005538,-142206.88784951498
47389.9572416069,-141997.69135698926
51195.01346730103,-144095.6262008611
52662.54165548785,-148874.29995135855
60575.270653930726,-147328.3412308014
61581.43882852234,-146123.85850642368
62487.49398350925,-148747.05139085915
59282.41030079534,-146809.55744793633
56198.05923435488,-150151.91016908243
55535.98998203548,-146531.4616156428
55304.32872634416,-153652.2915047415
59199.56927745731,-148926.33431772527
63510.32342071901,-146483.30569595707
64320.4484904689,-150283.16397247819
65616.33660971199,-150213.7240111348
72198.98588660697,-144935.01315693825
68194.28864623606,-151292.8945819758
68765.68156862911,-153167.94227666035
68861.12376064924,-151778.32955484578
64792.22345122439,-147010.42561838756
69277.47804154293,-153315.95882026656
61791.10821568535,-149419.88163242643
61410.91626781272,-151546.65970940507
57982.59429241892,-152149.87825774343
56370.93061766587,-146974.85226224162
69942.98504993354,-146423.22260370993
76161.06512118992,-150792.35136810117
76279.5654628881,-150544.0804196776
76685.02566288051,-146235.612549181
69806.3085179656,-151679.28417982106
62461.86183220742,-145391.27433336875
70256.37949177832,-148579.8246571299
74236.10401541798,-156153.3372684866
67867.65916228574,-146969.22970007535
63775.71743314038,-149823.4672238097
70669.30418243515,-150407.64626001648
65617.8587606817,-143466.2478837673
62642.76334814157,-147253.12897656395
58158.810385435936,-149561.02109621913
60667.855951568,-149668.3760975076
61479.71185737941,-151005.67976940563
55639.92655853566,-148779.31634267923
53664.99583405198,-148091.61095225395
61202.02647798939,-150937.7373099626
68205.69897569332,-150317.16184157543
72331.62485505734,-149049.02053528887
77094.89258892764,-151260.97845236954
76883.37353188405,-150942.6976984473
68535.79576214927,-148893.35183560118
58512.438604997005,-150502.0030799652
61663.73576790083,-153187.46381438032
65135.49684052495,-146021.69158549668
67851.99555018684,-151683.6269172879
77703.94708457508,-151123.2079642233
78012.4390783715,-150794.2110122646
88613.2859668081,-150188.8498520164
89128.398369667,-150436.47423873193
94797.90899799066,-152395.5367922348
91792.58137459366,-154212.8372114348
83735.01236753236,-145294.891241461
86979.26184146595,-145656.8478783945
88422.96906467597,-145688.99182458172
84655.59867566777,-148450.7469908769
82313.3219574528,-147595.88740455577
82598.61356509826,-147998.3597583522
75908.69916807674,-148084.87541037612
79047.80682640849,-147992.67134240075
79310.22459595161,-149430.5306553864
83484.05184923136,-148759.32688425705
85286.35175085464,-151967.672711371
82573.28836207767,-148742.3871365483
83593.54791182582,-150877.06389410177
84796.1077191343,-151628.48351120498
84271.53525421454,-147444.53677274132
87995.17819240538,-146663.56085383744
83448.74553862563,-149814.14360900028
91987.47148399112,-152839.9227409716
96526.6675962134,-162019.31496332007
99723.92831027566,-151483.24355753718
99524.76776362746,-149910.52588513773
104283.1343386895,-143612.07000563372
101631.79163588151,-151549.4367388524
107986.44690655684,-145782.79970903884
110860.92652190092,-151139.16569920312
116069.505994107,-142086.87106814617
121879.23483680654,-142499.01825242085
112360.04304772629,-144266.913553438
119252.41468708136,-143927.9205972867
130634.99164031714,-147249.32163930908
128461.97653356253,-143701.23724389903
130824.0773058891,-141314.18979656385
126906.304435455,-146673.2071919441
120166.98846275604,-140934.8566449345
113469.86558144492,-143870.24749935485
104426.55648084312,-143419.14536240406
109556.0979327428,-146267.42791841915
111822.0731180677,-143666.18393345692
112238.50941043254,-147353.64266287538
118820.45421900495,-144437.75839832085
127368.38279756984,-145729.57426537437
135764.02358997322,-143899.85482133593
140543.7409294491,-143172.31726461416
140096.82197518076,-143492.8276152362
136514.53343152918,-140710.39835981646
136105.05599732697,-141309.62144480587
133012.23094824317,-145991.27757774075
131275.70751590864,-143714.28284860923
132682.71929527773,-145165.21764235676
125486.77600584972,-149277.35913972298
120028.45320366998,-143081.18366232968
107039.4527862526,-145035.25225832008
96553.60080476908,-143106.2213549089
96603.63069293824,-143253.23689538063
91068.33317918656,-148587.4178282963
90364.20135398512,-145368.52631277396
93811.83812075318,-146489.4481803494
