SCR,Realized_Delta_BOF
"tensor(782315.6475, dtype=torch.float64)",1059417.0403587522
"tensor(800558.0133, dtype=torch.float64)",1064873.2259607757
"tensor(797451.2453, dtype=torch.float64)",1063440.8739213052
"tensor(782004.0691, dtype=torch.float64)",1064581.992852187
"tensor(784244.2247, dtype=torch.float64)",1062359.2167926417
"tensor(802485.2029, dtype=torch.float64)",1064046.773803622
"tensor(779081.6243, dtype=torch.float64)",1066939.3826701427
"tensor(787145.4376, dtype=torch.float64)",1071355.9375893788
"tensor(785964.5507, dtype=torch.float64)",1070833.5448177892
"tensor(807100.8945, dtype=torch.float64)",1073060.186242426
"tensor(798520.0185, dtype=torch.float64)",1072659.7315989374
"tensor(789200.1887, dtype=torch.float64)",1066805.8850847844
"tensor(790843.0456, dtype=torch.float64)",1064171.5446334016
"tensor(792562.2212, dtype=torch.float64)",1064807.7732875003
"tensor(811890.7556, dtype=torch.float64)",1068295.5854851876
"tensor(810150.5808, dtype=torch.float64)",1065442.9895283738
"tensor(812445.3335, dtype=torch.float64)",1065029.9209735256
"tensor(814664.0479, dtype=torch.float64)",1067403.2003719362
"tensor(807399.5446, dtype=torch.float64)",1064021.3613471256
"tensor(795286.0159, dtype=torch.float64)",1062806.0310821172
"tensor(793433.5090, dtype=torch.float64)",1062739.2432479854
"tensor(799852.1396, dtype=torch.float64)",1060967.5798645075
"tensor(782432.3892, dtype=torch.float64)",1058261.3163918396
"tensor(791458.2349, dtype=torch.float64)",1058251.8227042693
"tensor(800314.5470, dtype=torch.float64)",1062654.1502161666
"tensor(791364.3888, dtype=torch.float64)",1064728.1834761598
"tensor(806631.2873, dtype=torch.float64)",1066539.07376309
"tensor(791451.0584, dtype=torch.float64)",1069178.9846613246
"tensor(814248.4595, dtype=torch.float64)",1074307.6406602531
"tensor(797550.5181, dtype=torch.float64)",1073751.9361372641
"tensor(803254.8883, dtype=torch.float64)",1075382.0437855728
"tensor(796573.5663, dtype=torch.float64)",1075307.0560220638
"tensor(787976.9085, dtype=torch.float64)",1071913.6785939708
"tensor(797802.4939, dtype=torch.float64)",1073096.2027054927
"tensor(795729.5027, dtype=torch.float64)",1073498.070028183
"tensor(800783.1796, dtype=torch.float64)",1074695.4307601748
"tensor(812985.8051, dtype=torch.float64)",1075010.9122653904
"tensor(789441.2705, dtype=torch.float64)",1075153.6987256142
"tensor(802963.8924, dtype=torch.float64)",1078419.53235888
"tensor(797017.1675, dtype=torch.float64)",1080567.0245833113
"tensor(781541.0423, dtype=torch.float64)",1080625.0194153725
"tensor(791473.3553, dtype=torch.float64)",1080837.9137961122
"tensor(807667.3481, dtype=torch.float64)",1078334.9518027133
"tensor(792645.1808, dtype=torch.float64)",1074517.8574185935
"tensor(809567.9280, dtype=torch.float64)",1073160.5699525077
"tensor(790118.0738, dtype=torch.float64)",1072320.222523767
"tensor(801705.0653, dtype=torch.float64)",1072452.7558934044
"tensor(797821.7900, dtype=torch.float64)",1068440.656333229
"tensor(781569.1812, dtype=torch.float64)",1073552.185241636
"tensor(790837.4787, dtype=torch.float64)",1072984.6255965573
"tensor(798263.6931, dtype=torch.float64)",1070571.062222867
"tensor(788249.6688, dtype=torch.float64)",1071055.5991370885
"tensor(789228.1583, dtype=torch.float64)",1067430.242996823
"tensor(810193.8426, dtype=torch.float64)",1060650.5630575768
"tensor(790647.5262, dtype=torch.float64)",1060633.3185955435
"tensor(798161.9468, dtype=torch.float64)",1060147.525899573
"tensor(806740.9999, dtype=torch.float64)",1056092.2301241644
"tensor(803119.6599, dtype=torch.float64)",1057067.603160673
"tensor(764319.6477, dtype=torch.float64)",1059084.1498752723
"tensor(793720.7058, dtype=torch.float64)",1054282.3081461543
"tensor(812274.3672, dtype=torch.float64)",1056620.4264488423
"tensor(809723.1414, dtype=torch.float64)",1054169.751101303
"tensor(798673.2409, dtype=torch.float64)",1053288.363227549
"tensor(804986.4595, dtype=torch.float64)",1052562.7051333103
"tensor(787112.4682, dtype=torch.float64)",1050690.223378079
"tensor(796581.9740, dtype=torch.float64)",1046617.8188382771
"tensor(782262.1140, dtype=torch.float64)",1046187.6966159396
"tensor(792735.0334, dtype=torch.float64)",1049401.4336482885
"tensor(802136.3604, dtype=torch.float64)",1057658.7123741254
"tensor(806462.7721, dtype=torch.float64)",1059669.1976445215
"tensor(810051.1884, dtype=torch.float64)",1065092.7693364944
"tensor(815360.3807, dtype=torch.float64)",1062996.1352064335
"tensor(833126.3895, dtype=torch.float64)",1062035.9191503653
"tensor(820638.3747, dtype=torch.float64)",1064720.7853022048
"tensor(822318.2405, dtype=torch.float64)",1071995.0554337902
"tensor(835499.4078, dtype=torch.float64)",1069056.1326330637
"tensor(824635.1370, dtype=torch.float64)",1067637.8500383326
"tensor(828759.4074, dtype=torch.float64)",1065558.8690852537
"tensor(818652.8547, dtype=torch.float64)",1065520.771418164
"tensor(809896.7037, dtype=torch.float64)",1063214.182627855
"tensor(825638.1495, dtype=torch.float64)",1060349.8782396996
"tensor(817488.2508, dtype=torch.float64)",1056881.1215295591
"tensor(816125.9909, dtype=torch.float64)",1060661.8797545866
"tensor(820504.8764, dtype=torch.float64)",1056674.466135025
"tensor(827078.2375, dtype=torch.float64)",1054594.0923200941
"tensor(822983.8258, dtype=torch.float64)",1054078.93859277
"tensor(824228.4445, dtype=torch.float64)",1054318.4063335645
"tensor(820571.6219, dtype=torch.float64)",1052683.9898912134
"tensor(809192.6885, dtype=torch.float64)",1050448.5771502065
"tensor(813929.1302, dtype=torch.float64)",1048257.7842990459
"tensor(817134.1258, dtype=torch.float64)",1047859.1211622972
"tensor(813121.9246, dtype=torch.float64)",1050722.3623749583
"tensor(810134.7859, dtype=torch.float64)",1051535.4900737803
"tensor(815220.4669, dtype=torch.float64)",1057516.2509229966
"tensor(818593.5491, dtype=torch.float64)",1061117.6732653698
"tensor(834185.2428, dtype=torch.float64)",1060918.7821853294
"tensor(815130.7087, dtype=torch.float64)",1065032.209297383
"tensor(821150.5354, dtype=torch.float64)",1064714.9114318707
"tensor(815981.7614, dtype=torch.float64)",1063699.2509312378
"tensor(812324.5306, dtype=torch.float64)",1063170.1828253004
"tensor(816237.2715, dtype=torch.float64)",1064585.6638071164
"tensor(822150.0403, dtype=torch.float64)",1059905.6012114726
"tensor(818050.9424, dtype=torch.float64)",1058603.0103432934
"tensor(802363.7782, dtype=torch.float64)",1056328.72446074
"tensor(813300.3533, dtype=torch.float64)",1058884.8922437849
"tensor(824397.0353, dtype=torch.float64)",1063030.4176733443
"tensor(804426.5819, dtype=torch.float64)",1063971.4664676706
"tensor(820012.1602, dtype=torch.float64)",1060746.439302855
"tensor(806273.3954, dtype=torch.float64)",1053108.12074883
"tensor(821063.9097, dtype=torch.float64)",1052831.8928139056
"tensor(815895.6037, dtype=torch.float64)",1056431.2168873637
"tensor(821123.5986, dtype=torch.float64)",1059091.8973479932
"tensor(832158.2816, dtype=torch.float64)",1063717.0447648277
"tensor(820902.2555, dtype=torch.float64)",1071222.9120538854
"tensor(830931.4373, dtype=torch.float64)",1070313.7608239518
"tensor(810708.9506, dtype=torch.float64)",1066677.7125262104
"tensor(815729.8293, dtype=torch.float64)",1065463.440452718
"tensor(837840.0915, dtype=torch.float64)",1063644.0780409437
"tensor(821091.3612, dtype=torch.float64)",1065109.1220073877
"tensor(809032.9360, dtype=torch.float64)",1066151.974930493
"tensor(828881.9994, dtype=torch.float64)",1065804.660209454
"tensor(803741.6884, dtype=torch.float64)",1067082.3157843295
"tensor(828250.3475, dtype=torch.float64)",1066587.0001406507
"tensor(829310.0755, dtype=torch.float64)",1071206.4060962175
"tensor(806020.2647, dtype=torch.float64)",1072789.9161449797
"tensor(817609.0729, dtype=torch.float64)",1070230.8990317527
"tensor(806264.4891, dtype=torch.float64)",1067353.1781698274
"tensor(802546.1142, dtype=torch.float64)",1068267.3084642084
"tensor(804191.6217, dtype=torch.float64)",1068550.4218799083
"tensor(815967.6618, dtype=torch.float64)",1071208.6649826565
"tensor(805399.2986, dtype=torch.float64)",1076204.010400295
"tensor(811593.1940, dtype=torch.float64)",1066233.7421828315
"tensor(818856.5344, dtype=torch.float64)",1069153.5134960092
"tensor(827698.7334, dtype=torch.float64)",1072363.1900080435
"tensor(814270.2606, dtype=torch.float64)",1070919.6069763529
"tensor(824340.3795, dtype=torch.float64)",1072116.2378427153
"tensor(815435.5520, dtype=torch.float64)",1072470.832348139
"tensor(832370.2399, dtype=torch.float64)",1067764.2537666121
"tensor(813311.1168, dtype=torch.float64)",1074943.7870445598
"tensor(829544.3509, dtype=torch.float64)",1070443.8763607729
"tensor(811011.7951, dtype=torch.float64)",1072445.1807261526
"tensor(827926.0528, dtype=torch.float64)",1070036.3259198188
"tensor(810797.4491, dtype=torch.float64)",1071666.3555141026
"tensor(823492.1851, dtype=torch.float64)",1071339.2431117764
"tensor(811423.3238, dtype=torch.float64)",1070484.5575596723
"tensor(823516.5995, dtype=torch.float64)",1071270.7726038164
"tensor(816915.8455, dtype=torch.float64)",1071630.1733545882
"tensor(810892.9098, dtype=torch.float64)",1066862.9558505972
"tensor(832871.7380, dtype=torch.float64)",1070375.6916079249
"tensor(821428.8051, dtype=torch.float64)",1072004.5304525655
"tensor(812949.2542, dtype=torch.float64)",1070685.452349821
"tensor(811123.4552, dtype=torch.float64)",1067191.5643614586
"tensor(821117.4894, dtype=torch.float64)",1070470.1396989538
"tensor(805014.4971, dtype=torch.float64)",1071622.6959003957
"tensor(806973.0804, dtype=torch.float64)",1071022.6080551152
"tensor(806277.7675, dtype=torch.float64)",1064481.0690283785
"tensor(826376.4610, dtype=torch.float64)",1061326.1317362199
"tensor(823325.2995, dtype=torch.float64)",1061782.5703786933
"tensor(821874.7638, dtype=torch.float64)",1059500.7454669357
"tensor(803613.9419, dtype=torch.float64)",1056417.767880345
"tensor(814174.0560, dtype=torch.float64)",1060514.040430527
"tensor(816022.4826, dtype=torch.float64)",1059563.130271805
"tensor(804137.9656, dtype=torch.float64)",1060373.119497828
"tensor(812042.3699, dtype=torch.float64)",1056559.7399020316
