SCR,Realized_Delta_BOF
"tensor(951754.9304, dtype=torch.float64)",1048755.1987003167
"tensor(952641.8006, dtype=torch.float64)",1045392.6508931606
"tensor(948139.0256, dtype=torch.float64)",1038841.6462566017
"tensor(951887.4496, dtype=torch.float64)",1045159.6343695866
"tensor(950345.5008, dtype=torch.float64)",1044515.4450649023
"tensor(952653.6313, dtype=torch.float64)",1043166.8253396746
"tensor(950573.5764, dtype=torch.float64)",1039193.0571788299
"tensor(950581.4971, dtype=torch.float64)",1040211.4444942791
"tensor(953660.1122, dtype=torch.float64)",1034944.6296351608
"tensor(949528.2797, dtype=torch.float64)",1029290.6073396093
"tensor(951497.1962, dtype=torch.float64)",1021878.220068909
"tensor(948780.8645, dtype=torch.float64)",1027413.7727364562
"tensor(950083.2545, dtype=torch.float64)",1024124.0424142173
"tensor(953302.7898, dtype=torch.float64)",1022447.4025304007
"tensor(949562.2468, dtype=torch.float64)",1019767.0951689954
"tensor(948980.9397, dtype=torch.float64)",1019432.0596816932
"tensor(947636.8803, dtype=torch.float64)",1020995.6381439148
"tensor(950990.8092, dtype=torch.float64)",1021003.8380776398
"tensor(948414.8496, dtype=torch.float64)",1021790.2681439543
"tensor(950891.4254, dtype=torch.float64)",1019056.6458150056
"tensor(951103.8678, dtype=torch.float64)",1017183.3740119463
"tensor(952304.8916, dtype=torch.float64)",1018736.1838258104
"tensor(950919.9300, dtype=torch.float64)",1018501.1618814779
"tensor(950015.0467, dtype=torch.float64)",1015485.3132126735
"tensor(949188.4552, dtype=torch.float64)",1017677.7622910702
"tensor(948481.7671, dtype=torch.float64)",1013586.4628888706
"tensor(951015.1244, dtype=torch.float64)",1010767.792960571
"tensor(947878.1479, dtype=torch.float64)",1007826.2864781837
"tensor(952042.4845, dtype=torch.float64)",1004823.681406557
"tensor(949893.7389, dtype=torch.float64)",1000360.0330582538
"tensor(950417.8329, dtype=torch.float64)",998306.1829057351
"tensor(948822.9519, dtype=torch.float64)",999956.5773165948
"tensor(949763.7769, dtype=torch.float64)",999112.9956182283
"tensor(947452.9995, dtype=torch.float64)",997995.3634877972
"tensor(949038.4115, dtype=torch.float64)",989416.9622838257
"tensor(948193.7093, dtype=torch.float64)",993040.915982212
"tensor(951843.8682, dtype=torch.float64)",994566.4569762164
"tensor(949936.1625, dtype=torch.float64)",993659.2535297003
"tensor(951967.9507, dtype=torch.float64)",989810.2404641724
"tensor(948112.6284, dtype=torch.float64)",988059.4318979068
"tensor(952554.4163, dtype=torch.float64)",986017.7172769665
"tensor(948472.4500, dtype=torch.float64)",991444.7723645566
"tensor(954081.7445, dtype=torch.float64)",990127.7093098768
"tensor(953145.6020, dtype=torch.float64)",1006810.1013167138
"tensor(956121.3394, dtype=torch.float64)",1021361.0226351433
"tensor(961682.9120, dtype=torch.float64)",1034729.7830846937
"tensor(955966.7305, dtype=torch.float64)",1043067.8251669063
"tensor(954159.9896, dtype=torch.float64)",1051646.6438184772
"tensor(958800.7278, dtype=torch.float64)",1035813.0160377189
"tensor(956408.0062, dtype=torch.float64)",1021249.9489714791
"tensor(957030.8162, dtype=torch.float64)",1023973.2794382516
"tensor(955835.8499, dtype=torch.float64)",1030848.086136438
"tensor(953629.7025, dtype=torch.float64)",1036845.3823140664
"tensor(957164.6646, dtype=torch.float64)",1023325.4604388931
"tensor(953083.4924, dtype=torch.float64)",1020109.4238818922
"tensor(954312.3514, dtype=torch.float64)",1018832.8345339716
"tensor(954679.1497, dtype=torch.float64)",1023542.6128129727
"tensor(953996.1470, dtype=torch.float64)",1020665.7670844283
"tensor(953244.7746, dtype=torch.float64)",1023131.4676421694
"tensor(951685.4489, dtype=torch.float64)",1026523.3230859934
"tensor(947946.2020, dtype=torch.float64)",1024451.9479458653
"tensor(952042.5248, dtype=torch.float64)",1031354.6443469428
"tensor(953755.7729, dtype=torch.float64)",1033567.1737681814
"tensor(950474.8168, dtype=torch.float64)",1025742.1178048049
"tensor(951184.4183, dtype=torch.float64)",1026024.2889959237
"tensor(951216.7664, dtype=torch.float64)",1025145.7794372172
"tensor(952068.7098, dtype=torch.float64)",1021975.6707973625
"tensor(951137.7840, dtype=torch.float64)",1022962.5133539985
"tensor(953710.9665, dtype=torch.float64)",1026662.1478043179
"tensor(947016.6350, dtype=torch.float64)",1028548.8438242762
"tensor(948480.8754, dtype=torch.float64)",1034629.999151701
"tensor(950742.5749, dtype=torch.float64)",1029770.8301511252
"tensor(949942.4096, dtype=torch.float64)",1024563.4342307277
"tensor(949287.0639, dtype=torch.float64)",1020470.5567878954
"tensor(950746.0637, dtype=torch.float64)",1018168.1510667247
"tensor(952033.2896, dtype=torch.float64)",1016189.2833734963
"tensor(947942.3361, dtype=torch.float64)",1008468.925687868
"tensor(948508.4069, dtype=torch.float64)",1008568.684767079
"tensor(953228.6988, dtype=torch.float64)",1009787.701383261
"tensor(951040.4340, dtype=torch.float64)",1017978.8878363614
"tensor(949802.1809, dtype=torch.float64)",1017493.4883452518
"tensor(949639.2005, dtype=torch.float64)",1013305.6024028693
"tensor(947935.7124, dtype=torch.float64)",1015634.7869705504
"tensor(951267.0121, dtype=torch.float64)",1012564.1402918912
"tensor(950816.8915, dtype=torch.float64)",1009586.3441601794
"tensor(951146.6002, dtype=torch.float64)",1006029.4725754362
"tensor(950764.8597, dtype=torch.float64)",1004115.3868524786
"tensor(950051.6461, dtype=torch.float64)",1003688.4204298608
"tensor(950283.0944, dtype=torch.float64)",1000326.4700617229
"tensor(950141.3708, dtype=torch.float64)",997828.2107957291
"tensor(951609.7048, dtype=torch.float64)",997353.7814152719
"tensor(949757.3738, dtype=torch.float64)",996888.7092206982
"tensor(949004.3809, dtype=torch.float64)",999016.4864395785
"tensor(948614.1954, dtype=torch.float64)",1002897.9704735191
"tensor(950191.9897, dtype=torch.float64)",1001477.1848286665
"tensor(949844.2741, dtype=torch.float64)",1002512.0455833816
"tensor(950154.0080, dtype=torch.float64)",1005003.8721779566
"tensor(949320.9511, dtype=torch.float64)",1004697.343558642
"tensor(948949.6473, dtype=torch.float64)",1005366.874837192
"tensor(949131.8903, dtype=torch.float64)",1010089.816595572
"tensor(949012.2273, dtype=torch.float64)",1013547.5068385282
"tensor(950003.7057, dtype=torch.float64)",1011916.3300172121
"tensor(950865.5833, dtype=torch.float64)",1008083.5804811745
"tensor(950771.3009, dtype=torch.float64)",1010977.0922573509
"tensor(947980.7627, dtype=torch.float64)",1010487.7560044854
"tensor(949224.4990, dtype=torch.float64)",1006681.1250840406
"tensor(951693.6943, dtype=torch.float64)",1007335.6404731639
"tensor(950028.7631, dtype=torch.float64)",1006308.048570971
"tensor(949539.6370, dtype=torch.float64)",1008424.4107027831
"tensor(950550.4396, dtype=torch.float64)",1006289.145636676
"tensor(950337.5206, dtype=torch.float64)",1002964.5158802754
"tensor(945726.9124, dtype=torch.float64)",1002061.7812554248
"tensor(949789.6225, dtype=torch.float64)",997761.322175735
"tensor(948987.5531, dtype=torch.float64)",1000425.1224687297
"tensor(947696.8761, dtype=torch.float64)",997568.7980197493
"tensor(950243.3276, dtype=torch.float64)",995070.0400430687
"tensor(951347.3802, dtype=torch.float64)",994945.814753466
"tensor(950722.4228, dtype=torch.float64)",995591.3528742129
"tensor(948708.2722, dtype=torch.float64)",991556.0237687256
"tensor(951657.4703, dtype=torch.float64)",999350.7639535159
"tensor(945669.7108, dtype=torch.float64)",995101.4760911197
"tensor(947198.7177, dtype=torch.float64)",998885.9499955943
"tensor(951665.6240, dtype=torch.float64)",998529.7741160004
"tensor(951803.6216, dtype=torch.float64)",1000307.8404455477
"tensor(949954.9032, dtype=torch.float64)",997234.0504522974
"tensor(950904.7353, dtype=torch.float64)",1000610.0470582473
"tensor(951351.6488, dtype=torch.float64)",1002451.3994440985
"tensor(947630.5867, dtype=torch.float64)",1006458.0430913306
"tensor(946684.0908, dtype=torch.float64)",1000905.6795847404
"tensor(948220.2280, dtype=torch.float64)",1002234.1099237741
"tensor(951265.9805, dtype=torch.float64)",1001444.3525441774
"tensor(949020.5251, dtype=torch.float64)",1003826.2369182998
"tensor(949564.8316, dtype=torch.float64)",1001042.0424728035
"tensor(948481.2894, dtype=torch.float64)",1003202.2645050285
"tensor(948904.1382, dtype=torch.float64)",1002922.8754895456
"tensor(950352.1100, dtype=torch.float64)",1004079.508913028
"tensor(951971.8228, dtype=torch.float64)",1004611.8497438754
"tensor(950350.1664, dtype=torch.float64)",1004312.1209202728
"tensor(949271.9373, dtype=torch.float64)",1004747.1432583133
"tensor(946979.0985, dtype=torch.float64)",1005031.0416149604
"tensor(950838.2950, dtype=torch.float64)",1002970.219103277
"tensor(952425.7014, dtype=torch.float64)",1004163.1487136451
"tensor(951482.1013, dtype=torch.float64)",1005382.9145614426
"tensor(948836.0052, dtype=torch.float64)",1002205.5401144065
"tensor(948106.6937, dtype=torch.float64)",1007524.031122253
"tensor(952850.7220, dtype=torch.float64)",1005575.1454555499
"tensor(950525.3870, dtype=torch.float64)",1005758.6268586383
"tensor(950065.0662, dtype=torch.float64)",1007077.1507910747
"tensor(950982.1043, dtype=torch.float64)",1007033.3923539385
"tensor(950483.2970, dtype=torch.float64)",1008652.5555073987
"tensor(953599.9106, dtype=torch.float64)",1014088.2413956543
"tensor(948912.8136, dtype=torch.float64)",1012131.6102728369
"tensor(950268.6770, dtype=torch.float64)",1009158.769964048
"tensor(949292.2656, dtype=torch.float64)",1008627.9972725558
"tensor(951801.3039, dtype=torch.float64)",1007932.1391583622
"tensor(950378.5367, dtype=torch.float64)",1006151.957814464
"tensor(950940.3251, dtype=torch.float64)",1007798.8236874087
"tensor(951751.7389, dtype=torch.float64)",1008523.364369426
"tensor(952787.5539, dtype=torch.float64)",1015756.0204121829
"tensor(951199.3759, dtype=torch.float64)",1014259.5536217475
"tensor(949988.7688, dtype=torch.float64)",1015480.9331062813
"tensor(948862.4839, dtype=torch.float64)",1008979.4291520049
"tensor(952012.5498, dtype=torch.float64)",1010194.5890130015
"tensor(952863.0152, dtype=torch.float64)",1009092.2445984287
"tensor(950137.6036, dtype=torch.float64)",1005214.3374493321
"tensor(952826.7584, dtype=torch.float64)",998416.2992593592
"tensor(953806.2800, dtype=torch.float64)",1000740.952589118
"tensor(949264.1045, dtype=torch.float64)",1003441.5440033821
"tensor(951484.1929, dtype=torch.float64)",1003690.2119005027
"tensor(951074.8120, dtype=torch.float64)",1000591.2927782201
"tensor(950729.7274, dtype=torch.float64)",995386.1881938637
"tensor(947352.4390, dtype=torch.float64)",995741.9546411717
"tensor(952426.2816, dtype=torch.float64)",999040.0739201094
"tensor(949245.6176, dtype=torch.float64)",995097.5741996664
"tensor(952358.1338, dtype=torch.float64)",996009.8872646526
"tensor(951147.7547, dtype=torch.float64)",994194.4188530993
"tensor(947632.2811, dtype=torch.float64)",991805.0291064294
"tensor(950418.8743, dtype=torch.float64)",991453.4420995489
"tensor(951820.5479, dtype=torch.float64)",989537.6894865134
"tensor(950685.3325, dtype=torch.float64)",990914.3043742712
"tensor(949158.9616, dtype=torch.float64)",991900.5302372986
