values
908095.9986282464
909842.0698995317
912454.2913235042
913846.124114247
915257.9314672229
913181.8498333577
912877.6652243308
911708.071395909
910393.201286803
911437.7398144287
913707.619514847
913241.3380828765
915245.1314329775
912734.2234026601
913733.3717250426
909640.9231858625
912192.948491106
917177.4317240352
914431.5040582074
916370.0363949079
908692.2081488027
915515.1630545354
915762.0281740801
910600.5788145757
916439.0485511981
919689.2482133299
913793.2586803545
915347.3575653199
912768.9643495296
915214.8913650444
914886.2768241625
912326.3629160031
916469.6430947325
915472.0003993072
915022.8031655829
914916.8630728817
919610.283168444
914722.4410783804
913280.3785496913
914806.2810168333
915712.286030568
914180.6702210029
916012.3290735509
910404.9127795082
918121.8525702369
915977.6304447515
919884.6287283358
909073.9347236918
913899.7984002129
916790.0163943148
914641.0851932238
912161.1998039247
910044.213828846
914916.5462979642
914681.9678559059
915707.5816691892
913721.4953849956
914684.8154103169
914303.9346422111
909802.3958666042
917699.1182502304
911194.9645584719
911307.0507692922
914985.1426783364
916237.481317709
913947.4617563084
915410.0866298814
915247.4329749614
911731.2740221216
910051.4642942782
916456.6130116419
912260.3813240732
915666.2663280349
913153.0277372677
920044.5513113317
915373.3030746975
915873.0381190432
922084.8196104277
912426.9775242262
915256.7065251454
915780.3417451774
906956.0193810259
922424.5702885714
911009.6056666526
918069.0957508794
911399.4536977101
916098.8864703767
906562.5649825686
918639.2344725652
912603.1143884092
919618.6183007583
913311.9087332787
912026.4212046897
911608.1395365354
914833.8467615305
913146.3410489587
915131.1073965891
913912.0255607133
919219.9195325187
918773.7653860733
920009.431411362
912153.6491799311
916497.5894619318
916851.3047223605
915915.6361468089
917211.6921607931
914236.6357595343
911674.8392485367
917118.2220090753
917348.2088947922
911773.0823554719
916599.1106893395
919215.6189142843
919848.6323288918
919168.032479085
913335.3759625993
912146.4616705549
913590.3662345628
919429.6955733115
918025.5962129199
913425.8521411932
917657.825446724
913226.0647935616
919496.4151160211
915719.780324706
917340.1254206485
918831.1846173469
922365.6424763831
912445.8247650868
916342.0535176041
915912.61915591
918166.5766752769
922098.258343507
920756.85138876
919846.2633849585
917531.1116328937
913138.5893749886
915340.0685326931
918820.478677353
921229.7757669819
914353.6796035022
920353.3625111616
918337.9180606881
918481.6616790015
914603.2338902998
912203.6563388932
923069.5560729523
919362.1458704786
914504.1921030497
914078.6346638463
914025.1613453549
919065.7454671857
914497.6216065062
913931.3345713533
914794.5088966337
918817.0680583409
912693.992278053
915357.6756600594
918308.6865655973
916263.4057675881
917343.2153791896
915257.4285984173
918967.4248100896
916696.0734474026
915058.943449604
913844.2831510154
920002.7398497951
916607.8745982936
916500.6107393006
919587.0743594634
911849.0306343762
922512.6192454835
920467.3504146024
917313.2717182841
917523.9891526452
915444.2545754921
917892.5321126836
919997.0360546451
917560.927045662
915001.3865459798
918336.9597248747
917600.0937356506
922038.794117778
915807.7477685809
915202.3728963069
913019.9446656501
917933.4325932087
920846.475769103
922637.4961774916
919633.4724892379
920268.5492226724
913650.3306924035
917421.0565340325
919502.3908532175
916869.1384945156
917089.7717989669
921603.7609211741
919652.289886775
911635.4684740698
917294.7192665486
913158.7505849979
915216.8118252833
921943.2496268768
917705.4124710258
919792.8814949151
918873.7468099005
918050.7919910313
917978.3053982052
918253.6123425561
920957.3594289742
920164.4928457467
919853.9336362209
919165.9127138836
916134.9424611572
918057.664072923
916854.0101595756
914719.8054625249
913680.4135694469
915282.284433967
919800.4934040891
915852.128838919
919641.9454733372
916734.8550815149
916749.9436238874
913701.7093640536
918695.8371564096
917712.8741086572
920749.2091528828
916672.8913969558
919580.9832360217
915555.1175133911
920233.9627720929
920277.7056771084
920177.0523353287
918506.6416484136
911885.1784748425
916932.8749455707
917165.5664893345
911140.9724716493
920858.0270925286
915487.6014863668
918341.4030145259
918007.8317998188
922163.0583030588
921715.375032791
924066.0337202313
916654.1851962137
915785.4581232024
919005.3374621299
918724.3180934346
918578.9924421817
911842.7166507825
917763.8649790598
923571.0586191318
918959.0591451463
918605.9909943598
918565.8863807095
920842.6505867995
920801.3252494914
921205.525096204
922721.6695873828
923165.8463358739
921650.2352902176
917772.3204677862
921578.0591346985
916439.3509035545
923793.0356462726
916137.4788159288
923766.0805284968
919494.707786664
919097.5699625853
916242.5432777135
918640.0820455137
919669.5671926447
920116.2314746309
916715.404368844
915645.3024811919
920503.6589856445
919396.7321800883
926865.0100875513
922235.4067247991
921802.9677788578
921150.8082164661
923734.5506369625
923111.5373315241
923988.1391923339
920484.3042236577
918298.8265195721
924470.766848056
918185.1121405953
917342.0357090742
922805.3038059762
923482.0914519886
922384.1568743839
922002.5263847666
913992.7095694963
919579.9268002231
919348.8108704884
916676.0168294872
903779.0091299191
910191.063133569
913749.6255379025
904644.3517573848
907859.4897673964
901992.2838739016
895860.3066179518
891726.4091702492
890264.020175012
884113.9278368381
881950.3711026259
886798.0742753575
890339.5798026024
885726.3493746365
892205.0339997062
896400.8487062682
888558.5351374965
884273.775959892
889544.357482243
891342.3688398842
889238.7965351185
887483.282997703
885364.7182115065
883348.4102946209
886018.5363491662
887818.6727367864
891761.0973797825
883925.9173690787
889894.1717639889
881935.6308860086
881078.3940628008
890067.0630655119
886489.9298762903
889754.6512351071
884101.3678086114
887685.8494423446
890023.9112788402
888088.8949755963
891358.1064453233
890143.2179562845
889599.181189308
887960.3980922916
888339.442196323
886412.9524662301
889904.1392373058
889710.691937552
883828.8224696806
883804.3302426692
887320.1989669583
890674.6054826877
887018.5391640676
890073.1009256942
888738.9070024155
889525.8344289722
888445.7455970962
893565.9828289559
893999.1032981385
896112.476876294
889521.4015815855
890158.7800961753
891112.4111081178
899115.8597216136
891199.086825619
895534.0751154351
886310.1245240021
893198.654173811
891768.6809412397
888936.3418230915
891244.059852427
890693.2818139233
886485.2279199389
890953.453585537
893979.359197365
898298.5610006045
898036.1427440176
896608.0164659271
888643.3800507537
888733.7319899626
887368.1069567023
892059.9034788337
892664.020990754
894629.7503865745
893953.2385230042
889184.7636106948
896958.1619059084
890787.3278783604
890376.0510113607
896072.6493937948
893676.4322859881
895966.482520265
892102.3998198718
895400.497645459
887026.0380286304
889298.183335225
888608.2616529296
894869.8263283354
888931.1344549265
891633.7655267844
894365.2775962199
892408.4226218116
896617.1074073513
892405.9809358133
891957.1074331607
892138.7398618229
897791.6700340053
892248.4667591753
893801.6779552391
896388.9773308802
889510.58511016
893614.8183584894
895360.9250477137
895654.3634032311
896163.1294585862
892851.202939752
893728.905348882
897048.9385176271
896085.099939625
897446.4644376566
891694.5479365342
903652.0966732028
894634.8930014729
895940.685201235
898336.1947777286
896682.0549183789
897412.9685384822
894247.6335799709
891928.8219632909
894752.0379111328
894073.907591982
896919.2436179938
889386.489903507
894839.176992655
898316.4847084658
891233.9217540429
892773.8405101992
892950.082465272
890118.0354851087
897028.1770747593
895527.338622205
895067.3405726752
893079.4558059137
896941.1371891544
899042.4138226231
890641.7829475537
897043.0650107618
891008.1088669599
894177.2698108882
894278.5728981565
893060.3776561486
894867.8190721889
894541.3625443355
896419.2027795928
893401.693266298
893586.6022209091
891791.3679167886
888042.4628812203
892301.9927648857
896909.4618304867
894884.0011644168
896390.454744155
892599.3191047525
890736.0179461257
889287.9637722858
887816.7762453216
897119.3437884705
898861.0340977722
895964.3056005322
894727.6496372784
899534.3726316277
894783.2726786417
893449.6969770077
899183.6343797917
897720.115837038
893441.9892364839
895234.1884120554
900798.5480905788
895851.3159077461
895642.6904839554
895471.6151404378
898021.3161512661
900902.1920497401
895748.7746685898
895466.8909141632
894350.2522770284
899135.2910458054
900314.4166930033
899165.4107298929
896094.8380405782
892785.0340300606
894474.9588323991
891417.8160151613
895120.3192290528
897363.3014486923
897171.8892152257
900588.4746468565
894372.1671269664
895739.2683110203
900099.1469280167
899283.5227412245
898180.6823532388
898041.4070340091
895869.1223136381
892446.871340405
896831.3578778503
897296.4438936305
898114.9397886724
897629.5384260792
896247.526393696
895793.1040457847
889330.5203177343
896143.246300343
893048.3205060192
902541.9921495863
892563.1041740335
891224.2449516031
895872.3157046228
