Realized_Delta_BOF
-14972.409988615300
-20495.50283576910
-15351.637091248600
-11955.18407309030
-7508.677620475410
-6678.901794181440
-4537.4233028987700
-3941.633591472400
-4922.336061101410
-1050.7091676144600
-351.19563591782900
-279.5228851856660
2061.718470778550
4956.207994163740
10340.943440123100
9755.092186040250
10252.479870369700
15402.572330293000
17840.317206727900
21829.55571418760
27157.889536411400
35521.35126851120
37873.32261811410
35990.150032343600
42200.044101998700
41983.52696846510
40791.65245328770
44627.34568778240
44593.760616738
43009.28602112840
41015.480228564
42300.078095354600
42286.861845331000
43004.966024324100
41898.65947001840
39151.35676219510
36801.431751927600
40264.275879107400
39122.20061013060
40387.43940204150
44556.86948355030
44078.47247824560
45194.76108245180
44194.346556074700
42853.076500837600
41076.96854905110
42204.814189128700
45138.64922924070
45404.19027283140
45667.879189310200
46917.09168442530
50834.137736973900
49381.29687322930
49974.997358871300
55541.345983258200
61385.95036240740
58696.86471433500
60159.20370919070
61313.50594644240
56485.67669969900
59485.01615502970
59328.54469215710
58256.76628913390
59750.41396478250
60498.382993951000
59498.95150548920
59246.16463513170
56822.65917190080
59435.09211674450
58918.68736739120
53592.25509136050
54311.34260796710
57396.03932869310
56700.876887846200
60054.15447919070
62547.48613105850
66333.76095050980
60949.36055961620
60731.59023211490
60457.721240411700
60023.031424256300
58612.943905206200
58964.97689282170
56212.88177501450
55276.57671074240
52426.289437772100
48989.15184318050
49171.80537167420
47103.98117463220
50932.55179582550
53049.41057112200
56442.48102232970
55372.196018729500
52695.63020009250
54032.70377721590
52862.09101340790
50532.04694638360
49608.490899288800
49535.01170380340
52836.619969983900
51823.400560035300
51470.031853827800
49756.162297099900
47824.32396733380
50808.70516190470
57854.177932896200
59443.456278594100
62020.6665982852
61321.2426455532
62483.59494275520
60568.97861001110
58094.13330999080
57704.35685566710
58614.68289442800
66464.30928356790
65647.71797124740
70961.3137327173
67359.09494489020
72161.76250040990
72472.98224367020
68635.87457430610
69636.14360033350
70822.15585890590
75249.63155205270
77811.37448869860
83322.27659567260
84552.91295656270
79435.72931902690
77392.97007112500
75545.26727076180
75971.12369984910
71953.54327985820
69960.522071608
73621.7803827736
71099.57652244720
71046.68145346200
72259.9101155632
74999.28217331060
77308.09341681250
78109.33420952250
78912.16773394240
76823.20284927710
78083.34567320820
82252.45094117620
78344.63875048150
80057.43375444480
81547.73433940630
76159.41061674270
68097.84978707510
70449.22154144260
73908.76170174740
74629.22524010700
70964.03156563440
73476.78482093570
75017.37993012440
74454.43209607210
77590.26073249160
79101.2753400827
78059.70759229960
79494.3847626578
83236.56566257180
82171.82185922510
80266.73050711180
79924.54434007260
86014.85998498610
87340.6162785443
88465.89007829670
91567.35214157090
92527.81411896630
92878.17601085820
95757.18023359990
93195.5184562169
96807.03342014920
91389.82837779050
89604.99439185030
92318.41880563000
92427.24782868640
88560.38810914620
90974.26990549710
90187.47739380530
93595.504253641
93398.81897462300
93852.13523005800
100180.04975744400
101027.6378360900
98138.15000539940
99408.51765182570
98750.93718051830
100622.70325650100
97791.22392968480
91851.92298368230
99668.08698631040
106156.40424668700
105770.00435934800
102995.17532217500
110444.89299138800
113253.02326065300
115027.36960699000
117378.24145889000
112653.99765619800
110430.82430611600
113573.69324480900
112598.99568591400
111584.84448474000
116535.83580124500
120710.91110605400
119112.81548763200
119449.63380765200
119033.51443470500
118083.51985176900
115693.70941919900
116225.25670735700
117145.0574140370
117235.7990262150
115988.45758635500
113348.34065625100
109961.65580740800
109720.30410147600
110803.24560730700
113182.85241365600
116944.57000664500
119496.43374918200
121808.46366207300
128152.0931223430
132293.97005070300
128837.88015645700
126521.86429013700
126928.36964587500
126290.51953884700
127779.48148614400
125047.48869173600
126093.86659090900
123280.46664409400
113353.10894863300
119970.31305581100
120595.80501425400
123220.55439107400
128696.87084631600
131242.31090272900
129614.783043153
128216.23583414400
125009.51712109900
131677.6576412220
137755.41830550400
138496.43967542300
138685.3698700320
143940.69610647200
150803.87505701700
154176.62742250400
148876.76492437900
150331.78244636000
