Realized_Delta_BOF,SCR_Values
-84314.69528724340,-161478.7898088620
-84553.44767182300,-161376.53716842300
-84778.33322334870,-161339.67438010500
-90722.699486856,-161332.87077788100
-90542.94316405400,-160588.6331140950
-93062.81078370680,-162597.84503514200
-86748.67570491640,-162650.01867553000
-90143.26300068240,-162637.67499345900
-85945.47330943860,-162658.4911257620
-82306.94455116140,-161439.7512848720
-86738.83797022950,-161380.496565814
-94474.43885645700,-162254.25692686100
-91967.59719493020,-162282.6598440520
-94095.38177474330,-162326.74142158800
-94676.87626861790,-162349.37463432600
-91365.18841874410,-162286.65553811400
-100418.15403281900,-162312.48115304700
-104949.14449863500,-162348.7619657330
-105767.45618324000,-161269.7947630750
-108972.99518925100,-165999.66365702500
-116093.24262529600,-165965.51393275200
-115092.9534581410,-165937.93801509800
-113544.97212280400,-162596.93877795200
-115375.81739144000,-163389.0977462200
-113153.30411545200,-163334.8131296000
-113737.16009855800,-163422.27309785500
-112306.23817888700,-163376.56183434900
-105425.47166747800,-163577.55003845300
-114038.42022008500,-163581.81633280000
-116550.2816279260,-163508.0484558870
-117390.29840819500,-163683.43668684700
-122597.67389937600,-163620.61281861600
-122675.64215944500,-163064.1517550760
-130225.73438737500,-162987.96340029000
-129008.12373106200,-163130.11512744500
-134260.09258229100,-163290.70734859800
-137405.99997594000,-163215.70398210600
-146058.05466198700,-163128.034799053
-155057.2293571550,-162955.24033285100
-147500.84088229200,-162773.7841437760
-154186.29888821700,-162934.87254775000
-151215.26680289300,-163197.38103661600
-133971.28614378800,-163104.21980810100
-129110.99745806600,-163132.07574984000
-133917.82318820600,-163232.52573962600
-138916.37570047700,-163096.24142237600
-144433.05925901500,-163267.5790453190
-148204.81640312800,-163321.0141779840
-150732.98654476800,-163371.81253610000
-156707.4099042640,-163347.24554480600
-152051.13202750800,-163368.52052355000
-153123.61245086500,-161994.8736793420
-146174.09793877700,-162019.09163279300
-146654.0720438560,-161917.52704508700
-156606.53502571700,-162551.95959452300
-159651.6446838780,-162537.8136898340
-159066.1890416580,-162558.0830024210
-154396.97243947000,-162633.67476626700
-144271.66611003500,-162417.40389096600
-143446.93256012700,-161702.17431415500
-138095.56650267800,-161683.8223900480
-139158.66780847800,-162383.5758826430
-142696.9530340150,-162337.5327269210
-142121.17710472000,-162182.8796991130
-144916.01772849100,-161654.53450566500
-148594.7404340350,-161369.52321265600
-147752.3293783430,-161416.682251946
-150389.47839191900,-161348.0214964680
-148975.21151158700,-161307.92232067800
-153741.8177498080,-161140.38438581400
-139035.72328941300,-161018.05445131600
-140740.23967362400,-161148.33111049600
-144090.42501346400,-161517.85154863900
-136041.17473416800,-163196.6697230240
-136210.14522733700,-163194.86025768200
-139502.430009919,-163115.92935239800
-137130.214526781,-163158.6255776790
-137216.83033311700,-163111.53533174800
-134454.3195204380,-160906.6046681920
-133011.49639375400,-160817.14426678300
-131667.77500205300,-161539.83797255400
-132753.19012506200,-161891.6858113310
-131356.3608159220,-161983.77223513000
-131820.44251634100,-161958.64199248700
-129794.75948281400,-161970.21481239200
-120545.34548161500,-162000.81072966900
-122083.10216329500,-162000.685029971
-124362.96099386800,-161983.4915279290
-122305.91665455500,-162063.22808017500
