Realized_Delta_BOF,SCR_Values
145199.11072291026,-152500.68593126105
132023.43216888397,-148741.0371664368
124692.65003410971,-152244.82423344848
131066.2927926596,-149277.60174361136
127516.86414236762,-147530.10370124562
125148.48984305572,-147835.95060277687
130420.28933654865,-145494.96655233065
138673.9746595138,-149331.93494828156
134166.43151631893,-150602.12074026692
130315.60553665587,-150490.45203343235
127661.15952360316,-148273.51889292948
122915.51547580957,-147020.91986173717
120784.89974353602,-147899.80988823404
112406.14781779365,-150332.46673935145
112672.38023228012,-147283.02647241607
122372.87500609679,-147954.66006238793
116363.5411065754,-148336.56878121354
122662.7865778259,-150492.2448591269
115828.10840357176,-150073.22735471374
114072.71617998695,-151212.75924039882
116409.76636089245,-155615.72324360846
120588.64465272299,-156814.2145931587
123227.68738594535,-149593.78668561034
117867.95064494829,-152386.6498100139
112862.89675614354,-147389.68053316986
105112.75576736266,-150352.31049508177
108391.96230354451,-149442.59104402424
103301.31683375139,-143797.15247187292
102333.04024015635,-148663.53803147268
97771.34199377242,-147852.5554466375
99566.78814172081,-148651.02244041517
98166.60445437848,-148869.99577003266
96127.53455365985,-151560.71785400045
95506.6135928121,-147789.65027806078
98664.10351563548,-150526.22195221548
96829.14814402442,-152586.58356378166
93786.77402236918,-155730.4648263466
88845.88555533334,-146408.81985336743
92749.86722136161,-150749.86414312627
85810.58713313204,-143583.97955201892
80984.20058773749,-149470.10617827557
88961.56993780634,-149612.05784193668
90188.2062616736,-146846.004898278
104815.15794796031,-144617.75249473844
101684.09936781076,-145395.48888497078
102197.96383949381,-149671.48429129677
95867.86087356484,-148021.98382670595
94531.31452664884,-148993.08832422376
92499.20137895644,-147410.44297346295
91863.35061195912,-148495.76327768472
93876.17125510157,-149240.32932504796
93877.23984106083,-143183.52029143367
99814.38719357969,-152156.6777737516
98780.01403594145,-145793.90955786273
100262.13818056416,-149381.02241163244
102015.67173369764,-152628.78235451307
96608.12303718494,-152114.07293526668
98669.90349510661,-148696.55330956157
92834.82455845166,-156488.39070742088
95126.42916455213,-147790.5491133845
91917.54941876454,-145742.50507501885
97984.76154061593,-150489.1437475291
97309.98055930529,-144171.83799975453
100667.87318291108,-149282.23013156466
101710.36642795708,-146229.59561616153
101186.20804790943,-155949.57227990424
100829.85534378688,-148464.31594516282
100816.57591149933,-150334.62467474825
100640.57641157636,-151855.9528108019
100970.00980413926,-143344.87548126734
96053.92709443823,-141875.6452564489
94383.74209626962,-149759.81341849113
90811.19469159667,-146011.14798089044
96364.35285592638,-149582.96190635886
102102.85627144948,-151531.09142530136
105775.83405554609,-152417.48877798507
106449.27002900129,-148349.68096670066
104002.8858182457,-153330.88129530026
105007.65972172539,-143525.1647877712
105811.92542949959,-145554.75295218293
102994.20639661548,-154299.14142497274
98794.64939478447,-146776.14723208963
101842.16047444078,-148433.09574538458
101104.07703338005,-145535.2440315743
101050.60691785126,-150536.71027995116
102075.02856601018,-151421.63899628454
102864.4202450352,-148385.78525878332
100916.64968503523,-149280.81941070058
104958.97074172995,-152494.8331485523
106194.42446288862,-146465.02495811452
105704.87124036124,-142341.18598631173
108361.09604052431,-145080.95202623963
109166.17817279941,-150051.8593150373
104575.84612526721,-152622.56899658302
102476.4826920348,-143071.90616885264
99646.72031988786,-145331.352469035
104899.65427373955,-148521.4504756933
102047.4516551249,-138365.8786229096
103694.39586545026,-143209.6909038523
100928.61604766943,-150105.26925047918
101109.90741230058,-150129.49507844012
101618.85243102047,-147960.85845208928
94759.02587275079,-150196.14232891917
96419.48255616624,-146693.22761099605
103374.20889662893,-148330.86777482234
101088.98802224582,-151947.616536644
103624.58283571468,-149062.12020669755
102265.0018817354,-144734.28446852881
96515.71264529426,-146502.93876980277
93351.85229000857,-146619.97291612625
94186.32306340791,-149304.74928183362
91573.62445534777,-152545.4482654643
97204.82069644437,-147778.17095920787
100649.96110968222,-143854.22835613828
97809.41206167266,-144254.60088102773
102464.60979939229,-148195.8389828353
100469.64997877623,-151961.37608535934
94723.49031962804,-143830.00508277575
91252.22023390455,-146606.19512733654
95085.77623649687,-148031.9820997132
93875.00360180018,-147980.3544120038
88945.43669321248,-151666.5164631467
89496.6561155488,-142438.35748719226
79065.20667461294,-149595.99451809723
80267.22144734708,-144972.80904989046
76623.09952391498,-150512.46313909598
76020.4689134442,-138950.36432749842
70677.43956851505,-145068.0285670164
67601.38907782605,-139875.8227711374
66193.45757147693,-148972.0008316319
69625.86607340968,-145301.20824118177
68338.10361317534,-146951.21588747256
67608.76251102483,-147723.63593262905
70628.69017874158,-139381.2346977365
75080.67057830922,-147633.27887183576
84065.7976592494,-146854.30982962248
86081.59911590687,-145899.62529500917
84252.87180152396,-149270.63282885408
87453.55931554188,-144449.61679033138
88129.24806262844,-142542.44769983075
96732.53326617659,-148665.1993326406
94189.79092672036,-148028.7164717714
98011.68527582916,-146094.48080477797
95509.20463375223,-150669.00715058282
94465.18924200418,-148677.15214558176
83388.19316130783,-146178.68604837448
77153.98557665164,-148462.9385564307
78383.18427748838,-147467.67321383848
78775.64830566396,-146910.48047352667
78945.96235956566,-148833.67195302178
79543.44132806931,-144283.27186107912
84335.90653137176,-145055.2653711141
80590.882471891,-143185.23429775538
78663.52250505704,-139149.09845049196
73791.92247596313,-145437.04222553864
74089.92933010019,-147783.626373198
75175.8802350302,-146918.53864952357
75244.94923461578,-142822.84845518082
76299.95880664629,-148635.69565941652
73175.66143475473,-143841.23465829695
74853.26443684741,-146413.54883813276
77284.42695963162,-145322.75371223275
74011.43589707231,-146288.19265213338
70155.32643547258,-146771.6865964038
73049.54094050417,-147248.8107325106
75531.6644556839,-148579.2998775343
68200.34001552407,-146018.6288223701
68888.74896332226,-146696.9972207844
65745.92743253068,-143232.33017857865
61260.164792341064,-143641.4418730133
65523.16022072954,-144246.2121418357
66067.0444480083,-144348.32569668535
68004.27589465945,-141245.3844411861
73851.02128940576,-145935.94756444189
73162.66872466356,-148701.92807496205
72956.32543224155,-142201.91544265472
68280.88615008595,-145124.6165807687
72922.79278242658,-150259.6703113926
73361.29128768574,-147606.07495863293
71833.20853302779,-146412.5113043143
66722.21374155651,-149947.8561986468
66581.87693869614,-144865.904509052
65910.84698771173,-145046.61325242012
64002.885857667075,-141225.8826277193
66361.63345741178,-147870.73041885195
61578.68101327261,-142502.0132084337
64286.62068872969,-142850.72518306613
63473.50162173656,-145241.4824769822
60993.42291144084,-144095.10699479148
56156.19222408894,-142499.49462217253
50449.840628862265,-146559.53491333174
50891.967954826774,-143331.74769989683
54308.04787335941,-142190.4403268788
52111.719813705306,-147859.71104608916
49464.50230443105,-138434.2466318731
48142.94472969568,-147172.4609648614
48039.2934479214,-138416.44528839304
42045.61293191789,-147795.59531168747
38279.28652686591,-146118.3652833968
42239.53240204998,-149207.49058745927
39906.029907826916,-146782.2814311703
34900.90855458751,-141085.38921133117
32889.44753158954,-144950.57073616344
35621.68513606477,-142738.79322738433
37057.58573021437,-144513.7725381431
43966.04613193241,-147299.62636127713
41029.60361637932,-141873.94451949888
38178.470776968636,-149048.8398495039
40557.97555428359,-144050.65284000372
26322.668406409677,-149196.60689070745
19850.278696999536,-146316.1903307008
16457.792372542666,-141554.2112511272
16075.525972770061,-145339.81011214998
