realized_delta_bof,scr_values
43966.04613193241,-169404.76728986902
41029.60361637932,-192946.30132636137
38178.470776968636,-175385.63887315127
40557.97555428359,-167143.28492657014
26322.668406409677,-173985.4348349392
19850.278696999536,-194728.49495236005
16457.792372542666,-181832.11823953316
16075.525972770061,-174397.46819785482
23086.28129194607,-176130.77012624894
15951.358751995838,-186974.49530646962
13679.99488303659,-176429.47478328773
11321.10966259602,-180486.06397246092
14154.058673851774,-188729.08473170525
16085.230661647394,-179733.37152286083
17136.547122452524,-180929.5935043617
17993.231346173678,-172733.4528850509
16379.197492867825,-165465.93412369734
14464.18656308297,-174870.9204137755
11720.921067099902,-175095.77379106125
21262.483567360556,-178110.28186080337
26767.092518529855,-173085.4184398424
20895.17915849539,-163990.25332363963
27308.721091206884,-186076.61973794154
31549.545623737387,-183447.1456273999
30084.579226095462,-166548.73350850632
29387.023857625667,-164760.08896144596
19589.695528062643,-167439.77131743275
9621.16100489546,-171789.18705717928
10705.693024776643,-161977.05010241433
2440.3604718637653,-177566.68222701654
4968.730582449352,-171754.47515592817
-2692.9264741161605,-164600.9285971122
-1445.8319116944913,-166314.19801920594
7648.012858015136,-177933.49374728685
14597.525577205466,-160932.8933175247
18259.14526409749,-172552.96722457558
12172.228741179686,-174809.15070037602
11839.381228310987,-172741.43025728257
9566.123250709381,-167027.09915859404
8359.023069699062,-165125.9270914637
6276.810525484616,-172176.35963208124
9052.49127094145,-169694.60564841027
11171.035403868183,-165236.33043867815
8843.630059274845,-170813.72226032626
4127.58556444163,-167059.99584152014
3156.440459917183,-168447.49477022432
6947.449560905341,-177766.62382589688
-989.38134466263,-170978.45244955888
-6392.867331235902,-174798.08567514177
-6866.785949821817,-169877.34778328508
-8677.957479352248,-169425.41750492307
-14103.518138665124,-168850.68293338374
-19002.2434924884,-168974.11574114254
-16216.061930593336,-173727.55401365005
-17626.63445168268,-166955.91977255978
-19917.92265557917,-166761.70277437638
-18519.74161473906,-170795.0458376127
-23838.87636783067,-185013.71733945992
-30612.445428187377,-166447.03716579638
-28713.468981491867,-159600.9056934832
-29885.810772976838,-160126.74521596555
-27965.736292728572,-172543.03392511397
-27334.193905677297,-166360.46008058405
